image_name,path,label,rational_en,basename
044_above00020.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\044_above00020.JPG,OK,"because the egg white is cooked just right, and the yolk is semi-soft.",above00020.JPG
045_above00007.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\045_above00007.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked and looks unappetizing.",above00007.JPG
046_above00918.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\046_above00918.JPG,OK,"because the edge of the egg white is nicely browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00918.JPG
047_above00961.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\047_above00961.JPG,OK,"because the edge of the egg white is nicely browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00961.JPG
048_above00896.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\048_above00896.JPG,OK,"because there are no faults in the assessment criteria, and the yolk is semi-soft.",above00896.JPG
049_above01225.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\049_above01225.JPG,OK,"because the edge of the egg white is nicely browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above01225.JPG
050_above00212.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder1\050_above00212.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is overcooked and appears dry, and there are cracks in the yolk's membrane.",above00212.JPG
001_above00009.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\001_above00009.JPG,NG,"because the surface of the egg white is cooked well, but the yolk is cracked.",above00009.JPG
002_above00172.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\002_above00172.JPG,NG,because the yolk is cracked and mixed with the egg white.,above00172.JPG
003_above00432.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\003_above00432.JPG,OK,"because the edge of the egg white is well-browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00432.JPG
004_above01105.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\004_above01105.JPG,OK,"because the yolk is slightly cooked but doesn't appear dry, and the edge of the egg white is nicely browned, and the egg white is cooked well.",above01105.JPG
005_above00150.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\005_above00150.JPG,OK,"because the yolk appears to be slightly cooked but not dry, and the edge of the egg white is cooked well.",above00150.JPG
006_above00134.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\006_above00134.JPG,NG,"because the edge of the egg white is well-browned, but there are wrinkles on the yolk's membrane, making it look unappetizing, and the yolk seems overcooked and dry.",above00134.JPG
007_above00133.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\007_above00133.JPG,OK,"because there are no faults in the assessment criteria, and the egg white is cooked well, with a semi-soft yolk.",above00133.JPG
008_above00199.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\008_above00199.JPG,OK,"because there are no faults in the assessment criteria, and the egg white is cooked well, with a semi-soft yolk.",above00199.JPG
009_above00486.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\009_above00486.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked, making it look unappetizing, and the yolk seems overcooked.",above00486.JPG
010_above00231.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\010_above00231.JPG,NG,"because the egg white is cooked well, but the yolk is cracked and mixed with the egg white, making it look unappetizing.",above00231.JPG
011_above00915.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\011_above00915.JPG,OK,"because the yolk is mixed with the egg white, but the edge of the egg white is just the right amount of browned, and the yolk is semi-soft.",above00915.JPG
012_above00532.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\012_above00532.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked and mixed with the egg white, making it look unappetizing.",above00532.JPG
013_above00015.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\013_above00015.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked, making it look unappetizing, and the yolk seems overcooked.",above00015.JPG
014_above00794.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\014_above00794.JPG,OK,"because the yolk is mixed with the egg white, but the edge of the egg white is just the right amount of browned, and the yolk is semi-soft.",above00794.JPG
015_above00715.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\015_above00715.JPG,OK,"because there are no faults in the assessment criteria, and the egg white is cooked well, with a semi-soft yolk.",above00715.JPG
016_above01064.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\016_above01064.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is crushed, making it look unappetizing.",above01064.JPG
017_above00454.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\017_above00454.JPG,OK,"because the yolk is mixed with the egg white, but the edge of the egg white is just the right amount of browned, and the yolk is semi-soft.",above00454.JPG
018_above00455.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\018_above00455.JPG,OK,"because the edge of the egg white is well-browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00455.JPG
019_above00307.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\019_above00307.JPG,NG,"because the edge of the egg white is well-browned, but it appears that the yolk is overcooked and looks dry.",above00307.JPG
020_above00249.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\020_above00249.JPG,NG,"because the edge of the egg white is well-browned, but it appears that the yolk is overcooked and looks dry.",above00249.JPG
021_above01117.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\021_above01117.JPG,NG,"because the edge of the egg white is well-browned, but it appears that the yolk is overcooked and looks dry.",above01117.JPG
022_above00180.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\022_above00180.JPG,NG,"because the edge of the egg white is well-browned, but the yolk and the egg white around the yolk are not fully cooked.",above00180.JPG
023_above01142.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\023_above01142.JPG,NG,"because the edge of the egg white is well-browned, but it appears that the yolk is overcooked and looks dry.",above01142.JPG
024_above00314.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\024_above00314.JPG,OK,"because there are no faults in the assessment criteria, and the yolk is semi-soft.",above00314.JPG
025_above00093.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\025_above00093.JPG,NG,"because the yolk is crushed and mixed with the egg white, making it look unappetizing, and the egg white is not fully cooked.",above00093.JPG
026_above01199.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\026_above01199.JPG,OK,"because the yolk is slightly cooked but not dry, and the edge of the egg white is nicely browned.",above01199.JPG
027_above00401.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\027_above00401.JPG,OK,"because the edge of the egg white is nicely browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00401.JPG
028_above00978.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\028_above00978.JPG,OK,"because the edge of the egg white is nicely browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00978.JPG
029_above00110.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\029_above00110.JPG,NG,"because the egg white is slightly undercooked, and it appears that the yolk is overcooked and dry.",above00110.JPG
030_above00271.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\030_above00271.JPG,OK,"because the egg white is cooked well, and the yolk is semi-soft.",above00271.JPG
031_above00438.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\031_above00438.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked and mixed with the egg white, and there are large air bubbles, making it look unappetizing.",above00438.JPG
032_above00155.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\032_above00155.JPG,NG,"because the edge of the egg white is well-browned, but the yolk and the egg white around the yolk appear undercooked.",above00155.JPG
033_above01093.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\033_above01093.JPG,OK,"because the egg white is cooked well, and the yolk is semi-soft.",above01093.JPG
034_above00159.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\034_above00159.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked, making it look unappetizing.",above00159.JPG
035_above01185.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\035_above01185.JPG,NG,"because the edge of the egg white is nicely browned, and the egg white is cooked well, but it appears that the yolk is overcooked and looks dry.",above01185.JPG
036_above00242.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\036_above00242.JPG,OK,because the yolk is slightly cooked but doesn't seem dry.,above00242.JPG
037_above00989.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\037_above00989.JPG,OK,"because the edge of the egg white is well-browned, and the yolk is semi-soft.",above00989.JPG
038_above00380.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\038_above00380.JPG,OK,"because the edge of the egg white is well-browned, and the yolk is semi-soft.",above00380.JPG
039_above00473.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\039_above00473.JPG,OK,"because the egg white around the yolk seems undercooked, but the edge of the egg white is nicely browned, and the yolk is semi-soft.",above00473.JPG
040_above00903.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\040_above00903.JPG,NG,"because the edge of the egg white is well-browned, but there are large air bubbles in the yolk, making it look unappetizing.",above00903.JPG
041_above00036.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\041_above00036.JPG,NG,"because the edge of the egg white is well-browned, but the yolk has air bubbles, and the yolk has mixed with the egg white, making it look unappetizing.",above00036.JPG
042_above00676.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\042_above00676.JPG,OK,"because there are air bubbles in the yolk, making it look unappetizing, but the edge of the egg white is nicely browned, and the egg white is cooked well, and the yolk is semi-soft.",above00676.JPG
043_above00799.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\043_above00799.JPG,NG,"because the edge of the egg white is well-browned, but the yolk and the egg white around the yolk are not fully cooked.",above00799.JPG
044_above00022.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\044_above00022.JPG,OK,"because there are no faults in the assessment criteria, and the edge of the egg white is nicely browned, and the egg white is cooked well.",above00022.JPG
045_above01041.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\045_above01041.JPG,OK,"because there are a few air bubbles in the yolk, but the egg white is cooked well, and it's semi-soft.",above01041.JPG
046_above01206.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\046_above01206.JPG,OK,"because the edge of the yolk is slightly overcooked and appears slightly dry, but the edge of the egg white is nicely browned, and the egg white is cooked well.",above01206.JPG
047_above00769.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\047_above00769.JPG,OK,"because the edge of the egg white is well-browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00769.JPG
048_above00523.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\048_above00523.JPG,OK,"because there are no faults in the assessment criteria, and the egg white is cooked well, resulting in a semi-soft yolk.",above00523.JPG
049_above00103.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\049_above00103.JPG,NG,"because the yolk is overcooked and appears dry due to excessive cooking, and the egg white is torn.",above00103.JPG
050_above00664.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder2\050_above00664.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is cracked and appears unappetizing as it's not fully cooked.",above00664.JPG
001_above01089.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\001_above01089.JPG,NG,"because the edge of the egg white is well-browned, but the yolk is overcooked, making it look dry, and the yolk's membrane is broken.",above01089.JPG
002_above00301.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\002_above00301.JPG,NG,"because the edge of the egg white is well-browned, and the egg white is cooked well, but the yolk is crushed, making it look unappetizing.",above00301.JPG
003_above01086.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\003_above01086.JPG,OK,"because the edge of the egg white is well-browned, and the egg white is cooked well, but the yolk is crushed, making it look unappetizing.",above01086.JPG
004_above00504.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\004_above00504.JPG,OK,"because there is some egg white inside the yolk, but the edge of the egg white is nicely browned, and the yolk is semi-soft.",above00504.JPG
005_above00090.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\005_above00090.JPG,NG,"because the edge of the egg white is nicely browned, and the egg white is cooked well, but there are wrinkles on the yolk, making it look unappetizing, and the yolk seems dry due to overcooking.",above00090.JPG
006_above00437.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\006_above00437.JPG,NG,"because the egg white is cooked well, but the yolk is cracked and mixed with the egg white, making it look unappetizing.",above00437.JPG
007_above00535.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\007_above00535.JPG,OK,"because there are no faults in the assessment criteria, and the egg white is cooked well, resulting in a semi-soft yolk.",above00535.JPG
008_above00116.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\008_above00116.JPG,NG,"because the edge of the egg white is well-browned, and the yolk is semi-soft, but the yolk is cracked and spilled, and the egg white is torn, making it look unappetizing.",above00116.JPG
009_above00295.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\009_above00295.JPG,OK,"because the edge of the egg white is well-browned, and the egg white is cooked well, resulting in a semi-soft yolk.",above00295.JPG
010_above00892.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\010_above00892.JPG,OK,"because the egg white around the yolk appears slightly undercooked, but the other parts of the egg white are well-cooked, and the yolk is semi-soft.",above00892.JPG
011_above01194.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\011_above01194.JPG,OK,"because the edge of the yolk is slightly overcooked and appears slightly dry, but the other parts of the yolk are semi-soft, and the edge of the egg white is nicely browned, and the egg white is cooked well.",above01194.JPG
012_above01078.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\012_above01078.JPG,NG,"because the edge of the egg white is nicely browned, but the yolk is crushed, making it look unappealing, and the yolk appears overcooked and dry.",above01078.JPG
013_above00019.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\013_above00019.JPG,NG,"because the edge of the egg white is nicely browned, but the yolk is crushed, making it look unappealing, and the yolk appears overcooked and dry.",above00019.JPG
014_above01174.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\014_above01174.JPG,NG,"because the edge of the egg white is nicely browned, but the yolk is crushed, making it look unappealing.",above01174.JPG
015_above01081.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\015_above01081.JPG,NG,"because the egg white is cooked well, but the yolk appears overcooked and dry.",above01081.JPG
016_above00192.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\016_above00192.JPG,NG,"because the edge of the egg white is nicely browned, but the yolk has egg white mixed in, making it look unappealing, and the yolk and the egg white around it appear slightly undercooked.",above00192.JPG
017_above00297.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\017_above00297.JPG,OK,"because there are no significant flaws in the judging criteria, and the edge of the egg white is nicely browned, and the cooking of the egg white is good, and the yolk is semi-cooked.",above00297.JPG
018_above00086.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\018_above00086.JPG,NG,"because the yolk is overcooked, making it appear dry, and there is egg white mixed in, and the egg white looks slightly undercooked.",above00086.JPG
019_above00798.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\019_above00798.JPG,OK,"because the egg white around the yolk looks slightly undercooked, but the cooking of the egg white in other parts and the browning of the edge of the egg white are good, and the yolk is semi-cooked.",above00798.JPG
020_above00154.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\020_above00154.JPG,NG,"because the edge of the egg white is nicely browned, but the yolk and the egg white around it appear slightly undercooked.",above00154.JPG
021_above01132.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\021_above01132.JPG,OK,"because there are no significant flaws in the judging criteria, and the edge of the egg white is nicely browned, and the cooking of the egg white is good.",above01132.JPG
022_above00386.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\022_above00386.JPG,OK,"because there is egg white inside the yolk, but the edge of the egg white is nicely browned, and the cooking of the egg white is good, and the yolk is semi-cooked.",above00386.JPG
023_above00319.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\023_above00319.JPG,OK,"because there are no significant flaws in the judging criteria, and the cooking of the egg white is good, and the yolk is semi-cooked.",above00319.JPG
024_above01133.JPG,C:\Users\taki\katlab\egg\dataset\egg_questiondataset\question_all\subfolder3\024_above01133.JPG,OK,"because the yolk has been lightly cooked but is still semi-cooked, and the edge of the egg white is nicely browned, and the cooking of the egg white is good.",above01133.JPG
